Country Name,Country Code,Series Name,Series Code,2015,2016,2017,2018,2019,2020,2021,2022,2023
Cote d'Ivoire,CIV,Population growth (annual %),SP.POP.GROW,2.88906178,2.900768103,2.822371762,2.69696827,2.619168412,2.530198035,2.473987374,2.51622935,2.503846812
Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,62.6,64.3,65.6,67.1,68.6,69.9,71.1,72,72.4
Cote d'Ivoire,CIV,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,27.35324379,24.94186245,25.4987866,22.69419992,22.66048877,20.99346848,22.29626784,24.52664233,24.51995926
Cote d'Ivoire,CIV,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,25.35962095,22.62371591,23.16372087,23.34330879,21.99992182,20.94916333,22.81776494,28.90457677,28.05396096
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.323175158,3.461129474,3.280958121,2.904681493,3.100439114,-8.311642579,12.63170033,7.287936432,3.302544881
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,51005200670,52654855638,56186190438,61668130123,61467582194,57963370885,69006802299,71198635102,84393795502
Croatia,HRV,GDP per capita (current US$),NY.GDP.PCAP.CD,12285.30326,12821.17381,13902.63105,15460.41833,15563.81674,14808.46202,17789.93047,18466.09555,21865.45628
Croatia,HRV,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,29473.50609,30826.69442,32353.79763,33732.88204,35125.57802,32495.55928,36932.66803,39864.16182,41137.53576
Croatia,HRV,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,4.969085217,4.896224499,3.862699986,3.912090063,3.920079947,4.389019966,4.056660175,..,..
Croatia,HRV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,99.44999695,..,..
Croatia,HRV,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,99.23999786,..,..
Croatia,HRV,"School enrollment, primary (% gross)",SE.PRM.ENRR,99.49076843,98.79093933,99.23210907,98.88121033,99.00151062,99.48867035,99.74414825,100.527977,..
Croatia,HRV,"School enrollment, secondary (% gross)",SE.SEC.ENRR,102.9813309,103.7194366,104.2144165,104.960083,105.1359787,105.5854187,105.8763428,105.5777969,..
Croatia,HRV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.27560976,77.92195122,77.72682927,77.9195122,78.22439024,77.52439024,76.42439024,77.57560976,78.47317073
Croatia,HRV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.9,4.9,4.8,4.8,4.7,4.7,4.6,4.6,4.6
Croatia,HRV,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.65469885,6.68087435,6.61199808,6.69267464,6.7431674,7.64949179,8.01351929,7.21545315,..
Croatia,HRV,"Population, total",SP.POP.TOTL,4151725,4106867,4041407,3988775,3949390,3914206,3878981,3855641,3859686
Croatia,HRV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.155,56.403,56.667,56.947,57.242,57.553,57.878,58.219,58.575
Croatia,HRV,Population growth (annual %),SP.POP.GROW,-1.194101859,-1.086345981,-1.606755205,-1.310873245,-0.992302961,-0.894863744,-0.904000889,-0.603521952,0.104856226
Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100
Croatia,HRV,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,45.42549119,46.61654836,48.91331053,49.10921063,50.48923505,41.27703158,49.77970537,59.49697151,52.93415929
Croatia,HRV,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,45.21544991,45.51424072,48.30802087,49.95860734,50.89277828,48.25642222,52.52872544,65.71688608,54.76676014
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.438333589,0.512843096,1.809791772,2.247948541,-0.163087224,-10.9490846,1.253693425,1.774853995,-1.928992112
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,87132800000,91370407864,96850649692,1.00E+11,1.03E+11,1.07E+11,..,..,..
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,7727.919972,8110.55874,8610.608295,8911.46206,9232.261159,9605.261251,..,..,..
Cuba,CUB,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..
Cuba,CUB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,8.963336945,9.013133049,..,..,9.046969414,..,9.38586235,..,..
Cuba,CUB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,97.65490723,..,99.67311096,..,..
Cuba,CUB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,96.3534317,..,99.71714783,..,..
Cuba,CUB,"School enrollment, primary (% gross)",SE.PRM.ENRR,102.8127823,102.45121,101.84729,101.155838,100.9812012,101.0904617,100.4681931,99.87296295,98.40624237
Cuba,CUB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,96.27414703,98.02237701,99.27629089,100.1853638,101.0894623,102.0379562,99.63522339,103.6705399,95.4401474
Cuba,CUB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.745,77.571,77.3,77.426,77.413,77.407,73.201,77.629,78.085
Cuba,CUB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,6.1,6.2,6.4,6.6,6.9,7.2,7.6,7.9,8.3
Cuba,CUB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,12.81404305,12.21769619,11.47201538,11.01842499,11.08501148,12.48641968,13.78727913,11.78683186,..
Cuba,CUB,"Population, total",SP.POP.TOTL,11275065,11265612,11247829,11227118,11202846,11176354,11122168,11059820,11019931
Cuba,CUB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,76.896,76.93,76.977,77.037,77.109,77.194,77.292,77.401,77.523
Cuba,CUB,Population growth (annual %),SP.POP.GROW,-0.094943281,-0.083875037,-0.157976772,-0.184303045,-0.216424863,-0.236755669,-0.486006262,-0.562151275,-0.361317874
Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,99,99.2,99.4,99.6,99.8,99.9,100,100,100
Cuba,CUB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,17.14738881,14.98296913,14.55127048,14.52273339,12.21337438,8.168470394,34.89357191,40.01390498,..
Cuba,CUB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.46642367,12.28625357,11.67157891,12.56071511,10.60742007,7.514545634,45.13021308,48.78913202,..
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.41892299,6.573591005,5.75083246,6.271667304,5.87559123,-3.220634336,11.38776336,7.365622524,2.611900909
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,19909278417,21046462281,22946570629,25754001368,26196667100,25555093854,30372874320,30976176887,33886930712
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,23487.22852,24715.1543,26696.99023,29599.98633,29703.05273,28649.01563,33734.29297,33938.94531,36551.41797
Cyprus,CYP,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,37905.83594,40212.73828,42131.57813,44231.07422,46198.89453,44207.05078,48784.57813,51669.30078,52195.34766
Cyprus,CYP,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,6.304910183,6.11811018,5.69961977,5.025352955,5.212600231,5.636940002,5.235859871,..,..
Cyprus,CYP,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,99.36000061,..,..
Cyprus,CYP,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,99.15000153,..,..
Cyprus,CYP,"School enrollment, primary (% gross)",SE.PRM.ENRR,99.30011749,98.54550934,99.3066864,99.79544067,100.4776993,100.7351608,99.10281372,97.00164032,..
Cyprus,CYP,"School enrollment, secondary (% gross)",SE.SEC.ENRR,99.77831268,99.11930847,100.33255,100.2535172,100.8504333,101.4274063,102.4994965,104.005722,..
Cyprus,CYP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.464,81.534,81.543,81.556,81.454,81.23,80.573,80.434,81.648
Cyprus,CYP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,2.9,2.9,3,3,3.1,3.2,3.4,3.5,3.5
Cyprus,CYP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.79382181,6.65254688,6.62192535,6.82599831,7.06576538,8.76033878,9.47552109,8.87060547,..
Cyprus,CYP,"Population, total",SP.POP.TOTL,1219502,1237112,1254275,1270737,1286671,1302247,1317309,1331370,1344976
Cyprus,CYP,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.946,66.881,66.836,66.81,66.805,66.821,66.856,66.911,66.987
Cyprus,CYP,Population growth (annual %),SP.POP.GROW,1.462131369,1.433705226,1.377808547,1.30393307,1.246121557,1.203297126,1.149978545,1.061746787,1.016768177
Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100
Cyprus,CYP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,70.01730313,70.48405223,73.83647914,74.51113462,75.7588676,79.64725272,90.75714047,102.2283527,97.01882793
Cyprus,CYP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,67.25912335,68.53804623,74.17687642,73.11243279,74.74730196,81.02146374,86.06924674,99.00885312,95.7680936
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.104414587,3.073045475,3.056477244,1.860007489,1.711400944,-1.780105988,7.38206629,1.540173107,2.495184331
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,3.02E+11,3.12E+11,3.32E+11,3.55E+11,3.45E+11,3.56E+11,4.08E+11,4.02E+11,4.07E+11
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,53094.01336,54500.92604,57521.5515,61324.7665,59404.26632,60985.48856,69727.98737,68091.31911,68453.87693
Denmark,DNK,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,61893.24607,63299.33777,64815.73079,65694.75914,66580.18815,65204.54935,69715.18097,70233.64026,71454.52093
Denmark,DNK,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,7.0104146,7.691060066,7.115859985,7.296909809,7.255050182,7.383540154,6.999929905,5.296434402,..
Denmark,DNK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..
Denmark,DNK,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..
Denmark,DNK,"School enrollment, primary (% gross)",SE.PRM.ENRR,100.8821411,101.0414963,100.7780304,100.7490082,100.5510025,100.4595871,100.3084183,100.2444534,..
Denmark,DNK,"School enrollment, secondary (% gross)",SE.SEC.ENRR,133.7954712,131.4412994,130.3244324,129.8495636,129.3111267,129.9951935,131.7720184,130.3269958,..
Denmark,DNK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.70243902,80.85365854,81.10243902,80.95365854,81.45121951,81.60243902,81.40487805,81.30487805,81.85365854
Denmark,DNK,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.1,4,4,3.9,3.8,3.7,3.6,3.5,3.4
Denmark,DNK,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,10.34411812,10.25162029,10.09825516,10.09764194,10.1524353,10.71854591,10.74728584,9.4758625,9.41784573
Denmark,DNK,"Population, total",SP.POP.TOTL,5683483,5728010,5764980,5793636,5814422,5831404,5856733,5903037,5946952
Denmark,DNK,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.526,87.642,87.757,87.874,87.994,88.116,88.24,88.367,88.495
Denmark,DNK,Population growth (annual %),SP.POP.GROW,0.70642385,0.780392644,0.643350904,0.495838926,0.358130916,0.291641177,0.433414489,0.787502465,0.741185516
Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100
Denmark,DNK,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,55.81432157,53.7439529,55.34595156,56.98336838,58.95060792,55.03689732,58.82542378,70.54846983,67.95964338
Denmark,DNK,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,49.31604088,47.70883091,48.86972536,51.83061712,52.94086715,49.39653535,52.5886199,60.99468131,59.8089241
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.526108919,7.123432337,5.458091517,4.774416888,5.5451306,1.316363242,4.522347746,3.72857647,6.676649644
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,2424391785,2604955229,2762581334,2913466732,3088853639,3185150981,3385825229,3674298479,4098530514
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,2376.125547,2510.430008,2618.955211,2718.085323,2837.171033,2881.999245,3019.693439,3231.300153,3554.839189
Djibouti,DJI,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,4940.631622,5204.131084,5398.750771,5566.581289,5784.448008,5773.207493,5947.860884,6083.643682,6400.620163
Djibouti,DJI,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.598949909,3.922260046,3.733449936,3.751430035,..,..,..,..,..
Djibouti,DJI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.833,63.335,63.71,64.105,64.381,64.2,63.83,65.54,65.987
Djibouti,DJI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,65.1,63.3,61.3,59.4,57.5,55.6,53.8,52.2,50.4
Djibouti,DJI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,3.3475771,2.7416594,2.46857476,2.51871514,2.40641236,2.32228446,2.88669515,2.49675012,..
Djibouti,DJI,"Population, total",SP.POP.TOTL,1020313,1037653,1054841,1071882,1088709,1105188,1121248,1137096,1152944
Djibouti,DJI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,77.417,77.528,77.648,77.777,77.915,78.062,78.217,78.38,78.552
Djibouti,DJI,Population growth (annual %),SP.POP.GROW,1.739612734,1.685198916,1.642861254,1.602593729,1.557660865,1.502286563,1.442689442,1.403529326,1.384102724
Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,59.1,59.8,60.2,62.4,64.7,64.5,65.4,65,65.2
Djibouti,DJI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,145.4213075,103.7640251,150.0983615,156.619875,166.7177464,115.6265234,143.0220844,169.0004565,169.1057887
Djibouti,DJI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,122.9421488,109.3079735,155.8696049,143.7788116,154.2212566,107.2114599,120.9981691,171.1935582,173.596569
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.731503063,2.763647982,-6.618994633,3.547584418,5.502483437,-16.60410952,6.890549417,5.583546263,4.712238185
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,540737037,576229629.6,521551851.9,554770370.4,611537037,504214814.8,555266666.7,607159259.3,653992592.6
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,7679.832936,8278.447686,7614.34028,8137.565206,9009.090115,7461.779332,8262.650913,9085.674128,9832.996431
Dominica,DMA,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,15926.80483,16556.01603,15710.71137,16344.89957,17318.96289,14508.92264,15594.28535,16557.64067,17420.25125
Dominica,DMA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.407119989,5.129719734,4.766750813,5.153604507,5.534490108,4.69630003,5.465845108,6.043142319,4.656741142
Dominica,DMA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,..,..
Dominica,DMA,"School enrollment, primary (% gross)",SE.PRM.ENRR,102.3359985,102.3909378,101.4925373,..,89.9956131,91.71115112,92.48606873,91.87654114,89.88308716
Dominica,DMA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,93.76158905,..,..,..,89.37695313,87.23600006,87.17141724,86.99568176,86.1783905
Dominica,DMA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.968,71.189,68.62,71.378,71.305,71.269,69.832,71.081,71.132
Dominica,DMA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,29.3,30.2,31.2,32.1,33,33.8,34.5,35.1,35.5
Dominica,DMA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.15941811,5.12308073,5.46245432,6.18495989,5.16903925,6.12651205,6.31661367,6.31969738,..
Dominica,DMA,"Population, total",SP.POP.TOTL,70410,69606,68496,68174,67880,67573,67202,66826,66510
Dominica,DMA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,69.579,69.88,70.181,70.483,70.786,71.09,71.395,71.7,72.006
Dominica,DMA,Population growth (annual %),SP.POP.GROW,0.052563166,-1.148452801,-1.607542112,-0.471208891,-0.432182012,-0.453294539,-0.550548599,-0.561078262,-0.473991408
Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,96.7,97.8,98.9,99.6,99.9,100,100,100,100
Dominica,DMA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,47.32429674,44.63112699,40.87587612,29.19325981,..,..,..,..,..
Dominica,DMA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,60.46342783,57.15121287,61.75232035,77.76724437,..,..,..,..,..
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.927018772,6.659200263,4.666704677,6.982527585,5.05216802,-6.720239373,12.27199023,4.858324036,2.360615687
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,71164826837,75704647878,79998046306,85555390139,88941372558,78844656298,94243425938,1.14E+11,1.21E+11
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,6819.932252,7174.823496,7499.692862,7934.981412,8164.220809,7162.291752,8472.47982,10109.5234,10717.62767
Dominican Republic,DOM,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,17777.01116,18751.28706,19414.00122,20547.6589,21363.86104,19721.32072,21912.25896,22757.38962,23087.93436
Dominican Republic,DOM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.604002714,3.850495577,3.920267582,3.918210745,4.042768955,4.517698288,3.747313499,3.940271378,..
Dominican Republic,DOM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,92,94,..,..,..,..,..,95.5,..
Dominican Republic,DOM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,92,94,..,..,87.37267303,..,..,95.59999847,..
Dominican Republic,DOM,"School enrollment, primary (% gross)",SE.PRM.ENRR,112.0134888,110.7048798,108.0194397,105.8583984,112.3336105,105.9252396,96.87046051,100.4922867,94.71645355
Dominican Republic,DOM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,79.9378891,80.09446716,79.94068146,80.21592712,81.85623932,80.04441071,75.70448303,76.52832031,72.28253937
Dominican Republic,DOM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.982,72.889,73.37,73.555,73.112,72.636,71.757,74.211,73.72
Dominican Republic,DOM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,35,35,35,34.7,34.3,33.8,33.1,32.2,31.4
Dominican Republic,DOM,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.72216797,4.57663107,4.49336958,4.12601566,4.23948717,4.93967104,4.91807747,4.57254791,..
Dominican Republic,DOM,"Population, total",SP.POP.TOTL,10434829,10551430,10666843,10782053,10894043,11008300,11123476,11230734,11331265
Dominican Republic,DOM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,78.566,79.436,80.277,81.074,81.828,82.54,83.213,83.848,84.446
Dominican Republic,DOM,Population growth (annual %),SP.POP.GROW,1.149882043,1.111224252,1.087874948,1.074284737,1.033313346,1.043340765,1.040829618,0.959629735,0.891159204
Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.6,98.9,100,98.9,99,100,98.1,98.1,99.6
Dominican Republic,DOM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,23.7615823,23.90937952,23.68214534,23.55143131,23.06928204,18.29569716,21.75270208,22.06273154,21.13875613
Dominican Republic,DOM,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,28.40949542,27.67659173,26.54294008,28.50453508,27.94186288,25.99795939,30.98216499,32.16879402,28.47657606
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.119692109,-0.687954246,5.97039881,1.044295547,0.165403533,-9.245096377,9.818417748,6.186139073,2.355217907
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,97209558000,97671433000,1.04E+11,1.07E+11,1.08E+11,95865472000,1.07E+11,1.17E+11,1.19E+11
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,5976.159681,5917.637713,6233.322448,6303.918925,6205.057595,5463.645096,6075.802657,6540.998245,6609.804082
Ecuador,ECU,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,13864.48771,13569.7968,14161.70518,14066.17626,13853.42078,12425.01755,13539.71085,14263.20398,14472.31651
Ecuador,ECU,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,5.105700016,4.362748146,4.614257813,4.621455193,4.245779991,4.261030197,3.647769928,3.59897995,3.893650055
Ecuador,ECU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,94,94,93,..,..,94,94,94,..
Ecuador,ECU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,93,93,92,..,..,92,94,93,..
Ecuador,ECU,"School enrollment, primary (% gross)",SE.PRM.ENRR,101.1858902,99.03040314,98.24816132,98.93109894,98.35057831,98.1471405,98.20591736,99.5941925,97.30069733
Ecuador,ECU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,100.7917862,99.5687027,97.39710999,96.02104187,94.73153687,94.68940735,95.2277832,94.76364136,93.4162674
Ecuador,ECU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.222,76.094,76.22,77.248,77.286,72.004,72.746,76.577,77.392
Ecuador,ECU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,15.3,14.8,14.4,14.1,13.8,13.6,13.4,13.2,13.1
Ecuador,ECU,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,7.76786041,7.58817482,7.52484131,7.83214045,7.80768251,8.6576252,8.20646191,7.53457022,..
Ecuador,ECU,"Population, total",SP.POP.TOTL,16266225,16505139,16759519,17049547,17340021,17546065,17682454,17823897,17980083
Ecuador,ECU,Urban population (% of total population),SP.URB.TOTL.IN.ZS,63.398,63.534,63.67,63.821,63.986,64.166,64.361,64.57,64.792
Ecuador,ECU,Population growth (annual %),SP.POP.GROW,1.430930598,1.458091478,1.52946084,1.71572391,1.689354796,1.181252582,0.774314024,0.796723652,0.872456027
Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.8,98.7,99.2,98.7,99.1,98.9,100,100,98.7
Ecuador,ECU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,22.75448573,20.53929116,21.48558739,23.54387085,24.04863482,23.28356241,27.00470957,30.78659674,29.06536882
Ecuador,ECU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,25.07355398,19.99520064,22.13213593,24.46547725,24.03421512,20.70575003,26.14648913,30.83506565,28.78238553
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.372019078,4.346643456,4.181221,5.331108619,5.552093072,3.550164838,3.290646012,6.587845609,3.758700552
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,3.29E+11,3.32E+11,2.48E+11,2.63E+11,3.19E+11,3.84E+11,4.25E+11,4.77E+11,3.96E+11
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,3306.981594,3270.628777,2395.103333,2484.703156,2962.98892,3511.11381,3827.354154,4233.307837,3457.456916
"Egypt, Arab Rep.",EGY,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,13425.91196,13727.32016,14018.36059,14488.20943,15026.56824,15309.23599,15579.01609,16360.39078,16691.13324
"Egypt, Arab Rep.",EGY,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,3.930848122,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,71,..,..,..,..,74.5,..
"Egypt, Arab Rep.",EGY,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,..,..,66,..,..,..,..,68.94999695,..
"Egypt, Arab Rep.",EGY,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,95.42575836,95.79132843,96.58303833,97.81710815,98.89639282,99.75010681,91.59017944,90.30618286
"Egypt, Arab Rep.",EGY,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,78.5734024,79.36119843,79.98683929,81.17051697,83.16262817,85.59242249,..,..
"Egypt, Arab Rep.",EGY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.135,70.437,70.709,70.974,71.213,69.79,68.976,71.01,71.633
"Egypt, Arab Rep.",EGY,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,23.3,22.4,21.6,20.8,20.1,19.4,18.7,18.1,17.5
"Egypt, Arab Rep.",EGY,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.06153202,5.07462406,5.34661913,4.74892998,4.5994668,4.15384626,4.60955143,4.70438385,..
"Egypt, Arab Rep.",EGY,"Population, total",SP.POP.TOTL,99597342,101644589,103696057,105682094,107553158,109315124,110957008,112618250,114535772
"Egypt, Arab Rep.",EGY,Urban population (% of total population),SP.URB.TOTL.IN.ZS,42.785,42.732,42.705,42.704,42.73,42.783,42.862,42.967,43.1
"Egypt, Arab Rep.",EGY,Population growth (annual %),SP.POP.GROW,2.098925548,2.034682949,1.998178439,1.897138318,1.754974382,1.62495387,1.490805391,1.486096975,1.688341269
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.3,100,100,100,100,100,100,100,100
"Egypt, Arab Rep.",EGY,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,13.18384549,10.34546394,15.01408682,17.98465561,16.64403145,12.47277574,10.56115022,15.08702582,19.10210393
"Egypt, Arab Rep.",EGY,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,21.66209747,19.90108511,27.81804754,27.92636406,24.4799857,19.65347983,19.29582327,21.89607906,21.34033429
